Store_ID,SKU_ID,Current_Stock,Avg_Weekly_Demand,Demand_StdDev,Max_Shelf_Capacity,Total_Shelf_Space,Holding_Cost_per_Unit,Stockout_Penalty,Spoilage_Risk
STR111,SKU0001,39,56,15.85,44,902,2.41,5.63,0.32
STR111,SKU0002,57,96,11.29,82,902,2.28,2.74,0.78
STR111,SKU0003,38,71,19.33,70,902,1.07,4.29,0.45
STR111,SKU0004,22,63,16.29,64,902,0.66,3.16,0.58
STR111,SKU0005,24,38,6.2,32,902,2.37,2.74,0.54
STR111,SKU0006,7,31,5.3,25,902,1.21,4.68,0.39
STR111,SKU0007,56,74,8.09,83,902,1.87,2.9,0.79
STR111,SKU0008,27,38,3.92,37,902,1.81,4.22,0.86
STR111,SKU0009,22,57,11.14,68,902,2.54,3.19,0.35
STR111,SKU0010,5,14,1.67,12,902,2.11,3.19,0.77
STR111,SKU0011,33,44,6.11,46,902,2.62,4.33,0.73
STR111,SKU0012,46,83,22.36,93,902,2.38,4.44,0.79
STR111,SKU0013,56,92,19.71,105,902,3.0,2.51,0.49
STR111,SKU0014,48,80,18.14,73,902,2.66,4.25,0.68
STR111,SKU0015,23,55,7.56,48,902,1.03,4.84,0.33
STR111,SKU0016,35,44,11.69,39,902,2.9,4.87,0.88
STR111,SKU0017,39,54,14.77,57,902,1.35,5.47,0.71
STR111,SKU0018,13,22,4.5,22,902,2.02,5.63,0.25
STR111,SKU0019,0,19,5.37,19,902,2.85,4.68,0.81
STR111,SKU0020,55,75,20.17,60,902,1.04,4.19,0.87
STR111,SKU0021,54,79,19.45,75,902,2.64,3.21,0.43
STR111,SKU0022,46,81,19.99,74,902,2.88,2.94,0.58
STR111,SKU0023,24,34,4.12,38,902,2.63,4.63,0.89
STR111,SKU0024,41,53,8.17,58,902,2.55,5.81,0.52
STR111,SKU0025,44,69,7.82,67,902,1.16,3.47,0.67
STR111,SKU0026,24,56,5.7,58,902,1.52,2.85,0.52
STR111,SKU0027,21,49,6.45,40,902,2.4,3.98,0.25
STR111,SKU0028,6,16,4.42,16,902,0.8,2.5,0.56
STR111,SKU0029,30,55,8.14,46,902,2.72,4.44,0.78
STR111,SKU0030,27,32,9.41,34,902,1.03,2.67,0.23
STR111,SKU0031,61,92,20.19,94,902,1.91,5.76,0.51
STR111,SKU0032,31,55,8.11,50,902,0.76,5.54,0.78
STR111,SKU0033,68,95,18.95,90,902,0.96,2.9,0.45
STR111,SKU0034,10,22,3.16,18,902,1.96,3.01,0.88
STR111,SKU0035,23,30,8.9,27,902,2.09,5.84,0.47
STR111,SKU0036,6,10,2.69,11,902,1.17,5.35,0.75
STR111,SKU0037,18,28,2.95,27,902,0.8,5.8,0.37
STR111,SKU0038,58,69,19.98,68,902,1.87,3.67,0.43
STR111,SKU0039,24,42,10.26,44,902,2.6,2.89,0.7
STR111,SKU0040,4,13,1.51,12,902,1.0,4.65,0.24
STR111,SKU0041,5,12,2.81,11,902,2.23,5.88,0.27
STR111,SKU0042,47,61,13.99,52,902,1.46,2.95,0.39
STR111,SKU0043,19,37,5.32,38,902,2.86,5.37,0.38
STR111,SKU0044,34,79,19.88,86,902,0.71,3.76,0.25
STR111,SKU0045,47,79,9.28,92,902,0.6,2.9,0.88
STR111,SKU0046,52,64,12.66,51,902,0.81,4.11,0.41
STR111,SKU0047,42,66,6.73,54,902,2.46,4.21,0.71
STR111,SKU0048,106,96,28.2,111,902,2.81,2.53,0.48
STR111,SKU0049,17,25,6.26,26,902,2.56,4.16,0.89
STR111,SKU0050,21,33,4.35,39,902,2.29,4.77,0.3
STR111,SKU0051,43,78,13.13,75,902,0.64,5.18,0.46
STR111,SKU0052,19,50,6.61,48,902,1.03,2.84,0.5
STR111,SKU0053,54,86,21.79,80,902,2.84,5.57,0.7
STR111,SKU0054,33,56,6.26,47,902,2.06,3.09,0.55
STR111,SKU0055,66,85,22.79,80,902,1.67,4.8,0.73
STR111,SKU0056,53,78,22.5,62,902,2.13,4.43,0.79
STR111,SKU0057,26,40,9.41,40,902,0.95,5.58,0.4
STR111,SKU0058,29,39,5.56,44,902,2.73,2.64,0.76
STR111,SKU0059,14,27,4.64,25,902,2.14,3.17,0.54
STR111,SKU0060,40,53,10.36,44,902,1.68,2.93,0.25
STR111,SKU0061,31,36,7.95,42,902,1.64,3.65,0.41
STR111,SKU0062,16,35,8.18,29,902,2.56,3.69,0.76
STR111,SKU0063,35,69,14.55,69,902,1.27,2.81,0.47
STR111,SKU0064,12,27,4.6,30,902,0.84,4.3,0.27
STR111,SKU0065,21,98,27.26,88,902,0.96,2.91,0.65
STR111,SKU0066,52,65,7.56,73,902,0.7,2.76,0.8
STR111,SKU0067,48,40,7.73,40,902,1.77,2.62,0.29
STR111,SKU0068,44,68,17.35,63,902,2.19,5.75,0.58
STR111,SKU0069,6,11,1.23,12,902,2.83,3.89,0.35
STR111,SKU0070,48,48,11.57,50,902,2.38,3.49,0.44
STR111,SKU0071,53,70,18.48,73,902,1.96,4.19,0.49
STR111,SKU0072,30,72,16.72,72,902,2.66,3.05,0.2
STR111,SKU0073,13,27,2.77,24,902,2.73,3.92,0.45
STR111,SKU0074,18,26,3.54,23,902,2.28,3.17,0.42
STR111,SKU0075,31,48,8.08,40,902,0.64,3.57,0.67
STR111,SKU0076,61,80,11.74,71,902,1.23,5.73,0.82
STR111,SKU0077,50,63,18.43,57,902,1.34,3.02,0.27
STR111,SKU0078,27,85,19.58,69,902,2.99,4.16,0.54
STR111,SKU0079,20,44,7.01,37,902,1.66,4.81,0.39
STR111,SKU0080,6,20,5.72,18,902,2.4,5.71,0.89
STR111,SKU0081,45,70,17.37,74,902,2.53,5.73,0.75
STR111,SKU0082,30,53,8.32,46,902,2.13,3.37,0.28
STR111,SKU0083,40,77,13.53,77,902,0.55,5.8,0.46
STR111,SKU0084,18,34,4.76,34,902,0.55,3.66,0.28
STR111,SKU0085,45,57,16.77,64,902,2.55,5.63,0.75
STR111,SKU0086,23,41,8.34,42,902,2.35,2.83,0.54
STR111,SKU0087,38,93,25.97,108,902,1.84,3.19,0.65
STR111,SKU0088,4,13,2.2,13,902,1.12,2.78,0.6
STR111,SKU0089,16,47,12.79,38,902,0.72,3.55,0.33
STR111,SKU0090,51,72,7.98,68,902,0.91,5.56,0.21
STR111,SKU0091,22,56,16.6,60,902,1.95,3.06,0.81
STR111,SKU0092,11,10,2.82,9,902,1.86,3.29,0.26
STR111,SKU0093,8,12,2.07,11,902,2.85,3.26,0.75
STR111,SKU0094,37,95,24.22,101,902,2.89,3.46,0.33
STR111,SKU0095,31,71,17.78,64,902,1.94,2.57,0.8
STR111,SKU0096,0,73,20.46,84,902,2.6,3.98,0.62
STR111,SKU0097,13,26,4.2,25,902,2.53,5.92,0.48
STR111,SKU0098,84,87,16.8,91,902,2.38,4.07,0.66
STR111,SKU0099,74,71,19.38,84,902,1.59,5.35,0.39
STR111,SKU0100,44,44,11.25,49,902,1.47,4.5,0.49
STR112,SKU0001,15,22,3.93,22,902,1.16,2.55,0.78
STR112,SKU0002,24,44,11.84,50,902,2.84,4.55,0.21
STR112,SKU0003,31,52,5.69,53,902,2.59,5.81,0.36
STR112,SKU0004,8,11,2.82,10,902,0.94,4.44,0.72
STR112,SKU0005,38,65,9.19,74,902,1.13,4.35,0.7
STR112,SKU0006,40,86,13.52,69,902,1.95,4.85,0.31
STR112,SKU0007,35,60,11.92,57,902,1.53,5.55,0.89
STR112,SKU0008,21,63,11.97,59,902,1.03,4.48,0.67
STR112,SKU0009,18,25,5.1,27,902,2.48,3.92,0.46
STR112,SKU0010,11,27,5.64,21,902,0.5,2.63,0.45
STR112,SKU0011,11,16,2.66,17,902,1.36,2.89,0.57
STR112,SKU0012,24,54,7.29,50,902,2.82,4.77,0.23
STR112,SKU0013,25,45,11.42,37,902,2.4,4.67,0.7
STR112,SKU0014,32,50,9.0,59,902,1.5,3.34,0.25
STR112,SKU0015,28,51,10.26,45,902,2.82,5.02,0.66
STR112,SKU0016,11,16,3.66,15,902,2.75,3.48,0.76
STR112,SKU0017,17,24,6.77,21,902,0.63,3.57,0.83
STR112,SKU0018,34,69,16.66,73,902,0.82,2.71,0.3
STR112,SKU0019,26,49,5.35,54,902,1.47,4.43,0.72
STR112,SKU0020,38,92,24.63,105,902,2.82,3.51,0.89
STR112,SKU0021,16,46,13.7,42,902,2.61,5.37,0.25
STR112,SKU0022,75,75,14.59,75,902,0.62,5.31,0.22
STR112,SKU0023,26,64,18.81,68,902,1.78,2.95,0.35
STR112,SKU0024,71,86,18.01,90,902,2.3,3.06,0.34
STR112,SKU0025,56,89,17.08,96,902,1.19,3.62,0.42
STR112,SKU0026,35,65,10.81,72,902,2.31,4.53,0.85
STR112,SKU0027,34,53,12.27,44,902,1.42,3.7,0.68
STR112,SKU0028,42,66,9.63,57,902,1.19,3.73,0.21
STR112,SKU0029,5,15,1.81,16,902,1.48,2.99,0.55
STR112,SKU0030,24,41,4.32,40,902,2.88,3.67,0.81
STR112,SKU0031,49,83,13.15,80,902,2.76,4.15,0.57
STR112,SKU0032,14,27,4.84,26,902,2.78,5.95,0.34
STR112,SKU0033,11,77,16.2,73,902,2.79,5.43,0.87
STR112,SKU0034,44,82,13.0,84,902,0.95,5.28,0.42
STR112,SKU0035,17,16,4.75,14,902,2.74,4.46,0.45
STR112,SKU0036,11,17,2.69,17,902,1.03,3.76,0.45
STR112,SKU0037,29,73,13.74,64,902,2.6,5.5,0.48
STR112,SKU0038,11,16,1.93,17,902,1.85,3.72,0.7
STR112,SKU0039,21,50,7.61,55,902,1.1,4.57,0.42
STR112,SKU0040,30,49,5.37,50,902,1.5,3.4,0.53
STR112,SKU0041,7,12,2.54,11,902,1.58,5.22,0.38
STR112,SKU0042,13,26,6.51,20,902,2.33,4.3,0.56
STR112,SKU0043,55,75,10.44,63,902,2.02,5.63,0.86
STR112,SKU0044,64,88,15.28,73,902,2.54,4.49,0.4
STR112,SKU0045,31,61,6.3,49,902,1.49,3.08,0.77
STR112,SKU0046,16,31,8.31,33,902,2.36,5.98,0.35
STR112,SKU0047,4,13,3.33,15,902,2.48,4.26,0.3
STR112,SKU0048,8,15,1.69,12,902,0.66,3.38,0.26
STR112,SKU0049,33,47,8.13,39,902,1.44,3.65,0.89
STR112,SKU0050,20,35,10.19,40,902,2.71,2.92,0.6
STR112,SKU0051,15,20,3.57,21,902,2.26,2.76,0.56
STR112,SKU0052,27,99,20.32,95,902,1.55,4.08,0.21
STR112,SKU0053,16,26,4.45,31,902,0.96,5.83,0.54
STR112,SKU0054,75,97,21.26,99,902,0.74,2.93,0.66
STR112,SKU0055,25,40,11.83,42,902,1.07,5.66,0.49
STR112,SKU0056,16,86,25.76,91,902,1.11,5.29,0.29
STR112,SKU0057,14,44,11.22,39,902,1.43,5.32,0.39
STR112,SKU0058,19,25,4.52,24,902,0.94,4.98,0.7
STR112,SKU0059,43,88,17.5,78,902,0.87,4.57,0.53
STR112,SKU0060,12,27,4.63,27,902,2.61,2.92,0.54
STR112,SKU0061,35,71,21.1,57,902,1.12,4.51,0.23
STR112,SKU0062,19,36,8.7,34,902,1.9,3.73,0.57
STR112,SKU0063,36,44,8.35,41,902,1.0,2.87,0.5
STR112,SKU0064,22,54,5.53,49,902,1.73,5.31,0.82
STR112,SKU0065,31,44,8.98,36,902,1.19,4.41,0.47
STR112,SKU0066,38,37,10.98,41,902,0.72,5.11,0.63
STR112,SKU0067,14,18,3.68,17,902,2.96,4.18,0.86
STR112,SKU0068,77,85,11.6,95,902,1.64,4.43,0.6
STR112,SKU0069,13,24,2.51,27,902,1.48,4.99,0.22
STR112,SKU0070,22,30,5.13,26,902,1.0,3.36,0.27
STR112,SKU0071,35,61,17.3,59,902,1.74,5.46,0.88
STR112,SKU0072,19,44,13.17,47,902,2.09,3.97,0.59
STR112,SKU0073,0,60,17.34,59,902,1.26,4.98,0.33
STR112,SKU0074,44,92,22.62,105,902,1.7,3.64,0.6
STR112,SKU0075,52,64,13.54,65,902,1.09,4.96,0.87
STR112,SKU0076,21,96,20.94,100,902,1.82,2.65,0.23
STR112,SKU0077,89,86,17.87,95,902,2.47,5.75,0.57
STR112,SKU0078,37,53,12.79,44,902,0.65,5.25,0.3
STR112,SKU0079,29,74,13.6,76,902,1.79,4.83,0.51
STR112,SKU0080,63,97,22.68,80,902,1.5,3.63,0.66
STR112,SKU0081,60,89,11.06,80,902,0.69,5.45,0.52
STR112,SKU0082,17,34,5.21,30,902,2.85,5.19,0.87
STR112,SKU0083,41,96,25.65,98,902,1.15,4.09,0.61
STR112,SKU0084,64,56,15.72,63,902,1.91,3.19,0.87
STR112,SKU0085,47,89,18.49,75,902,1.43,3.11,0.42
STR112,SKU0086,38,65,6.91,71,902,1.18,4.21,0.21
STR112,SKU0087,45,47,13.41,40,902,1.82,5.24,0.31
STR112,SKU0088,11,20,4.81,17,902,2.22,5.0,0.25
STR112,SKU0089,56,76,13.89,88,902,2.46,4.23,0.72
STR112,SKU0090,11,24,5.27,19,902,2.08,3.22,0.33
STR112,SKU0091,4,10,1.86,8,902,1.82,3.34,0.73
STR112,SKU0092,10,16,3.09,14,902,2.44,2.7,0.58
STR112,SKU0093,3,10,2.77,9,902,1.79,3.12,0.35
STR112,SKU0094,37,58,7.67,54,902,2.94,2.54,0.63
STR112,SKU0095,40,82,9.9,68,902,1.82,4.86,0.21
STR112,SKU0096,24,38,3.82,37,902,1.29,4.56,0.43
STR112,SKU0097,28,35,5.7,33,902,1.62,5.96,0.75
STR112,SKU0098,32,96,12.43,100,902,1.72,5.17,0.72
STR112,SKU0099,29,54,7.78,61,902,1.21,3.36,0.75
STR112,SKU0100,31,80,8.18,73,902,0.9,4.98,0.61
STR113,SKU0001,11,21,3.05,21,902,1.58,2.54,0.6
STR113,SKU0002,26,41,6.83,38,902,2.74,5.95,0.49
STR113,SKU0003,16,29,3.08,23,902,1.14,4.65,0.86
STR113,SKU0004,7,60,13.29,67,902,1.4,2.92,0.86
STR113,SKU0005,71,90,19.24,94,902,2.39,4.24,0.21
STR113,SKU0006,19,45,5.37,36,902,0.71,5.79,0.87
STR113,SKU0007,59,76,16.64,68,902,2.56,5.47,0.81
STR113,SKU0008,3,10,3.0,9,902,2.3,3.55,0.62
STR113,SKU0009,12,36,10.4,40,902,1.87,3.89,0.43
STR113,SKU0010,29,49,4.93,54,902,1.02,5.49,0.49
STR113,SKU0011,81,93,24.09,89,902,0.73,5.65,0.79
STR113,SKU0012,21,23,3.93,19,902,1.08,5.7,0.3
STR113,SKU0013,43,78,8.79,74,902,2.4,5.82,0.63
STR113,SKU0014,37,96,15.28,107,902,2.83,4.25,0.36
STR113,SKU0015,57,88,14.46,86,902,2.34,5.52,0.46
STR113,SKU0016,4,15,3.07,12,902,1.82,3.71,0.2
STR113,SKU0017,32,42,9.75,34,902,2.88,5.43,0.88
STR113,SKU0018,45,64,15.99,59,902,2.57,3.72,0.28
STR113,SKU0019,22,28,4.18,24,902,2.14,4.63,0.73
STR113,SKU0020,66,86,14.13,94,902,0.59,4.14,0.59
STR113,SKU0021,23,38,6.14,34,902,1.22,5.63,0.78
STR113,SKU0022,42,70,12.08,80,902,1.27,2.73,0.56
STR113,SKU0023,26,79,23.69,82,902,1.37,5.82,0.89
STR113,SKU0024,32,88,22.49,84,902,1.47,4.12,0.62
STR113,SKU0025,52,89,26.25,92,902,2.85,4.18,0.63
STR113,SKU0026,11,33,7.87,30,902,2.35,5.4,0.84
STR113,SKU0027,17,32,5.8,27,902,2.23,4.83,0.38
STR113,SKU0028,9,19,3.38,22,902,1.57,5.84,0.45
STR113,SKU0029,45,63,12.46,64,902,1.34,4.41,0.67
STR113,SKU0030,29,50,9.17,40,902,0.8,4.46,0.3
STR113,SKU0031,50,58,15.41,53,902,1.63,5.9,0.77
STR113,SKU0032,14,26,5.02,22,902,1.01,5.74,0.61
STR113,SKU0033,26,65,10.34,58,902,1.48,3.23,0.73
STR113,SKU0034,39,54,13.77,44,902,0.89,3.57,0.89
STR113,SKU0035,22,39,10.56,35,902,1.36,4.69,0.88
STR113,SKU0036,29,53,9.76,56,902,0.61,5.79,0.51
STR113,SKU0037,41,83,19.39,93,902,0.52,4.47,0.4
STR113,SKU0038,38,64,7.15,60,902,2.67,5.06,0.64
STR113,SKU0039,15,28,5.77,28,902,2.1,2.83,0.7
STR113,SKU0040,24,38,4.14,31,902,1.97,4.33,0.41
STR113,SKU0041,7,11,1.16,9,902,1.78,3.02,0.4
STR113,SKU0042,23,45,10.02,45,902,2.32,3.41,0.35
STR113,SKU0043,25,28,4.5,31,902,2.34,3.08,0.84
STR113,SKU0044,7,16,3.98,13,902,2.84,3.08,0.27
STR113,SKU0045,21,35,9.77,33,902,1.11,5.97,0.37
STR113,SKU0046,34,88,11.25,104,902,2.46,3.54,0.64
STR113,SKU0047,26,47,11.51,51,902,2.98,4.48,0.53
STR113,SKU0048,6,12,2.43,10,902,0.57,2.57,0.28
STR113,SKU0049,52,89,10.9,81,902,1.43,5.32,0.4
STR113,SKU0050,61,75,17.27,88,902,1.59,4.88,0.49
STR113,SKU0051,77,80,17.75,71,902,2.55,3.3,0.87
STR113,SKU0052,42,52,10.56,50,902,0.53,2.63,0.48
STR113,SKU0053,40,71,20.26,66,902,2.0,3.46,0.28
STR113,SKU0054,51,80,16.34,79,902,2.73,4.7,0.88
STR113,SKU0055,34,33,9.84,29,902,0.87,2.55,0.5
STR113,SKU0056,19,48,9.69,51,902,0.79,2.76,0.3
STR113,SKU0057,53,77,9.48,68,902,3.0,3.93,0.63
STR113,SKU0058,22,53,10.29,55,902,2.56,3.12,0.77
STR113,SKU0059,10,14,1.91,13,902,2.24,4.71,0.7
STR113,SKU0060,36,64,14.04,57,902,1.5,3.11,0.42
STR113,SKU0061,15,39,9.31,42,902,2.63,5.98,0.37
STR113,SKU0062,17,38,7.36,45,902,2.81,4.03,0.82
STR113,SKU0063,18,35,4.18,40,902,2.33,3.02,0.34
STR113,SKU0064,72,92,17.82,76,902,1.5,2.76,0.73
STR113,SKU0065,26,35,4.07,34,902,1.96,3.97,0.22
STR113,SKU0066,23,46,10.88,49,902,0.75,5.33,0.49
STR113,SKU0067,23,62,16.0,63,902,0.9,4.04,0.89
STR113,SKU0068,46,39,11.41,42,902,2.46,2.99,0.64
STR113,SKU0069,8,12,1.56,14,902,0.57,4.21,0.42
STR113,SKU0070,22,52,10.74,48,902,0.62,3.68,0.69
STR113,SKU0071,10,16,3.42,17,902,1.77,4.26,0.45
STR113,SKU0072,27,58,16.5,48,902,0.93,3.87,0.86
STR113,SKU0073,25,82,18.49,94,902,1.23,4.77,0.36
STR113,SKU0074,27,50,6.46,55,902,1.5,5.31,0.42
STR113,SKU0075,29,86,16.11,86,902,1.81,5.6,0.68
STR113,SKU0076,43,88,20.32,99,902,1.21,5.09,0.76
STR113,SKU0077,31,63,15.12,67,902,1.71,3.74,0.6
STR113,SKU0078,35,78,21.26,79,902,1.43,4.07,0.4
STR113,SKU0079,26,36,4.9,42,902,0.7,4.75,0.6
STR113,SKU0080,12,17,4.94,14,902,2.67,3.27,0.35
STR113,SKU0081,21,41,4.58,49,902,1.2,4.96,0.24
STR113,SKU0082,64,93,27.6,80,902,2.02,4.77,0.84
STR113,SKU0083,69,73,19.82,72,902,1.92,4.8,0.54
STR113,SKU0084,7,19,4.41,16,902,1.0,3.67,0.54
STR113,SKU0085,6,22,5.43,19,902,0.57,4.61,0.72
STR113,SKU0086,34,72,8.25,75,902,2.64,3.19,0.59
STR113,SKU0087,28,44,4.77,35,902,1.74,3.16,0.52
STR113,SKU0088,54,70,8.42,82,902,1.54,5.19,0.76
STR113,SKU0089,44,63,7.4,57,902,2.41,3.83,0.53
STR113,SKU0090,14,17,3.56,15,902,0.58,4.41,0.84
STR113,SKU0091,10,38,5.44,43,902,2.41,3.52,0.41
STR113,SKU0092,18,50,13.6,55,902,1.52,3.33,0.22
STR113,SKU0093,15,39,7.38,41,902,1.88,5.23,0.3
STR113,SKU0094,69,95,22.71,81,902,2.38,5.28,0.77
STR113,SKU0095,16,30,6.92,33,902,1.87,5.43,0.85
STR113,SKU0096,9,85,13.94,80,902,0.65,5.49,0.25
STR113,SKU0097,14,20,2.97,23,902,2.32,3.94,0.84
STR113,SKU0098,8,11,1.85,11,902,2.47,5.33,0.86
STR113,SKU0099,66,59,15.3,66,902,1.65,3.71,0.73
STR113,SKU0100,31,50,10.86,54,902,1.6,2.68,0.73
STR114,SKU0001,51,75,11.3,77,902,1.13,4.91,0.2
STR114,SKU0002,3,12,3.16,13,902,2.11,3.2,0.36
STR114,SKU0003,37,89,9.87,92,902,2.7,4.08,0.35
STR114,SKU0004,53,60,14.39,49,902,2.14,3.07,0.61
STR114,SKU0005,54,77,14.46,72,902,2.43,3.87,0.66
STR114,SKU0006,87,96,23.64,88,902,2.59,5.6,0.83
STR114,SKU0007,49,93,26.55,100,902,1.07,4.65,0.54
STR114,SKU0008,40,34,8.5,35,902,1.51,3.02,0.55
STR114,SKU0009,25,39,7.35,40,902,1.59,5.04,0.24
STR114,SKU0010,45,91,11.85,103,902,1.9,5.47,0.9
STR114,SKU0011,10,20,5.23,20,902,0.62,3.08,0.86
STR114,SKU0012,7,26,5.0,23,902,1.97,5.1,0.25
STR114,SKU0013,17,35,4.03,28,902,0.72,4.42,0.59
STR114,SKU0014,16,32,7.8,27,902,2.52,4.61,0.44
STR114,SKU0015,54,65,10.29,52,902,2.91,5.79,0.5
STR114,SKU0016,36,61,6.7,54,902,1.22,2.63,0.66
STR114,SKU0017,51,57,15.99,60,902,1.77,4.74,0.49
STR114,SKU0018,16,29,5.7,24,902,2.56,2.79,0.55
STR114,SKU0019,4,11,1.72,9,902,1.29,5.26,0.39
STR114,SKU0020,71,97,23.6,115,902,0.89,5.64,0.26
STR114,SKU0021,14,40,11.09,47,902,2.35,2.8,0.73
STR114,SKU0022,20,36,3.6,37,902,2.25,2.59,0.46
STR114,SKU0023,11,11,2.61,9,902,1.92,5.84,0.82
STR114,SKU0024,65,87,22.05,98,902,2.86,5.74,0.86
STR114,SKU0025,6,13,1.85,13,902,2.89,5.73,0.26
STR114,SKU0026,16,22,4.35,19,902,2.65,5.79,0.68
STR114,SKU0027,21,44,5.19,45,902,1.23,4.25,0.77
STR114,SKU0028,13,81,20.2,66,902,1.06,5.92,0.65
STR114,SKU0029,67,75,20.21,89,902,2.59,5.62,0.43
STR114,SKU0030,9,15,1.82,16,902,2.13,2.84,0.4
STR114,SKU0031,21,40,10.53,36,902,1.49,5.34,0.52
STR114,SKU0032,3,19,4.83,18,902,1.52,4.99,0.38
STR114,SKU0033,16,30,5.08,28,902,2.63,2.97,0.83
STR114,SKU0034,53,83,19.76,95,902,0.91,5.08,0.23
STR114,SKU0035,15,32,3.2,30,902,2.86,4.2,0.28
STR114,SKU0036,7,12,3.44,9,902,2.08,5.49,0.62
STR114,SKU0037,37,41,8.61,36,902,2.48,5.37,0.66
STR114,SKU0038,18,29,6.5,25,902,1.43,5.8,0.72
STR114,SKU0039,61,83,19.33,97,902,1.97,2.76,0.39
STR114,SKU0040,19,38,8.07,44,902,2.37,4.99,0.41
STR114,SKU0041,19,61,16.55,56,902,1.59,3.82,0.49
STR114,SKU0042,26,55,12.21,44,902,1.72,5.22,0.36
STR114,SKU0043,38,43,12.11,43,902,1.96,4.61,0.46
STR114,SKU0044,53,93,20.13,104,902,0.66,4.23,0.69
STR114,SKU0045,40,70,9.4,63,902,2.66,2.51,0.55
STR114,SKU0046,37,81,22.9,79,902,2.67,4.63,0.88
STR114,SKU0047,23,80,18.91,69,902,1.2,3.97,0.61
STR114,SKU0048,73,79,18.95,73,902,2.7,3.66,0.43
STR114,SKU0049,10,20,5.94,22,902,2.36,5.96,0.33
STR114,SKU0050,49,91,10.47,88,902,1.71,4.95,0.35
STR114,SKU0051,60,98,18.2,95,902,1.37,4.39,0.21
STR114,SKU0052,37,72,10.64,80,902,1.5,5.54,0.51
STR114,SKU0053,20,30,6.78,33,902,1.84,3.29,0.87
STR114,SKU0054,5,12,3.14,10,902,1.53,4.67,0.74
STR114,SKU0055,57,91,26.69,87,902,1.55,5.51,0.41
STR114,SKU0056,57,97,18.52,110,902,1.01,2.93,0.76
STR114,SKU0057,20,19,4.89,18,902,2.27,3.33,0.85
STR114,SKU0058,41,36,10.2,38,902,2.02,2.79,0.67
STR114,SKU0059,16,21,4.97,19,902,2.98,5.97,0.56
STR114,SKU0060,9,16,2.38,13,902,0.85,4.53,0.3
STR114,SKU0061,20,26,5.76,22,902,0.78,4.21,0.26
STR114,SKU0062,61,74,21.76,71,902,1.79,3.68,0.35
STR114,SKU0063,33,73,21.72,68,902,0.88,4.07,0.66
STR114,SKU0064,7,35,8.0,40,902,2.03,5.22,0.31
STR114,SKU0065,1,24,6.66,24,902,0.99,5.71,0.57
STR114,SKU0066,24,42,5.88,44,902,1.71,2.87,0.51
STR114,SKU0067,37,71,10.59,76,902,2.03,3.55,0.64
STR114,SKU0068,24,56,16.27,56,902,1.65,3.16,0.24
STR114,SKU0069,21,44,5.59,48,902,1.3,4.02,0.89
STR114,SKU0070,35,74,10.23,82,902,2.46,4.36,0.68
STR114,SKU0071,58,81,14.91,76,902,2.64,5.02,0.71
STR114,SKU0072,0,85,18.52,70,902,1.2,5.56,0.21
STR114,SKU0073,67,92,20.31,109,902,2.53,4.4,0.26
STR114,SKU0074,18,34,5.39,35,902,1.48,4.21,0.68
STR114,SKU0075,66,66,18.75,71,902,1.72,4.52,0.28
STR114,SKU0076,27,41,11.6,45,902,1.08,5.61,0.83
STR114,SKU0077,20,72,12.85,75,902,2.06,4.77,0.64
STR114,SKU0078,5,21,3.92,20,902,0.75,5.26,0.25
STR114,SKU0079,23,72,17.32,85,902,1.98,5.02,0.63
STR114,SKU0080,56,86,20.0,93,902,2.97,5.73,0.76
STR114,SKU0081,2,10,1.76,11,902,2.38,5.36,0.76
STR114,SKU0082,37,60,10.97,58,902,2.74,3.69,0.48
STR114,SKU0083,56,79,13.4,91,902,1.66,5.49,0.52
STR114,SKU0084,8,17,2.5,18,902,0.86,4.14,0.72
STR114,SKU0085,33,77,14.76,84,902,1.22,5.47,0.81
STR114,SKU0086,1,14,3.32,11,902,0.62,5.67,0.76
STR114,SKU0087,95,98,24.34,102,902,1.75,4.9,0.62
STR114,SKU0088,101,95,24.3,88,902,2.12,5.02,0.71
STR114,SKU0089,39,48,8.4,51,902,1.56,2.99,0.66
STR114,SKU0090,16,32,8.09,32,902,1.91,3.63,0.6
STR114,SKU0091,45,77,7.8,65,902,1.3,4.45,0.84
STR114,SKU0092,44,61,11.92,61,902,0.71,2.51,0.65
STR114,SKU0093,8,13,3.36,12,902,1.58,5.47,0.47
STR114,SKU0094,0,56,12.66,62,902,1.87,3.79,0.88
STR114,SKU0095,23,30,5.84,30,902,2.96,5.03,0.86
STR114,SKU0096,57,65,14.88,64,902,1.37,5.19,0.75
STR114,SKU0097,67,75,21.1,81,902,2.19,4.42,0.22
STR114,SKU0098,47,68,14.5,72,902,2.56,5.27,0.71
STR114,SKU0099,13,16,4.16,19,902,1.34,4.89,0.22
STR114,SKU0100,10,58,17.18,54,902,2.82,3.76,0.25
STR115,SKU0001,14,25,6.03,26,902,1.35,5.36,0.45
STR115,SKU0002,11,26,5.58,22,902,2.92,4.73,0.42
STR115,SKU0003,70,93,10.0,104,902,0.51,3.06,0.59
STR115,SKU0004,60,96,16.79,106,902,2.09,5.2,0.37
STR115,SKU0005,47,84,17.9,91,902,2.47,4.87,0.34
STR115,SKU0006,14,43,11.16,36,902,1.2,3.5,0.67
STR115,SKU0007,16,42,7.88,50,902,0.79,5.45,0.51
STR115,SKU0008,9,35,10.22,41,902,0.56,3.81,0.24
